Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
248,1762100.7004,1772264.8873,10164.1870,1000,8.0302,10.1642,-0.0162,10000
249,1772264.8873,1782266.7750,10001.8877,1000,7.9004,10.0019,-0.0002,10000
250,1782266.7750,1791207.8032,8941.0282,1000,7.8990,8.9410,0.0500,10000
251,1791207.8032,1801322.9725,10115.1693,1000,8.2939,10.1152,-0.0114,10000
252,1801322.9725,1810558.7646,9235.7921,1000,8.1995,9.2358,0.0500,10000
253,1810558.7646,1821818.7889,11260.0243,1000,8.6094,11.2600,-0.0500,10000
254,1821818.7889,1831338.4664,9519.6775,1000,8.1790,9.5197,0.0500,10000
255,1831338.4664,1841073.1430,9734.6766,1000,8.5879,9.7347,0.0273,10000
256,1841073.1430,1850302.1727,9229.0298,1000,8.8220,9.2290,0.0500,10000
257,1850302.1727,1861966.0501,11663.8773,1000,9.2631,11.6639,-0.0500,10000
258,1861966.0501,1872234.2137,10268.1637,1000,8.7999,10.2682,-0.0261,10000
259,1872234.2137,1881834.3034,9600.0896,1000,8.5701,9.6001,0.0417,10000
260,1881834.3034,1893095.0061,11260.7027,1000,8.9271,11.2607,-0.0500,10000
261,1893095.0061,1903251.6400,10156.6340,1000,8.4808,10.1566,-0.0154,10000
262,1903251.6400,1912843.5737,9591.9337,1000,8.3500,9.5919,0.0425,10000
263,1912843.5737,1923888.5924,11045.0187,1000,8.7052,11.0450,-0.0500,10000
264,1923888.5924,1933578.8112,9690.2188,1000,8.2699,9.6902,0.0320,10000
265,1933578.8112,1944086.4784,10507.6672,1000,8.5343,10.5077,-0.0483,10000
266,1944086.4784,1953392.4360,9305.9576,1000,8.1220,9.3060,0.0500,10000
267,1953392.4360,1962767.6601,9375.2241,1000,8.5281,9.3752,0.0500,10000
268,1962767.6601,1974165.4491,11397.7890,1000,8.9545,11.3978,-0.0500,10000
269,1974165.4491,1985266.3825,11100.9335,1000,8.5068,11.1009,-0.0500,10000
270,1985266.3825,1994257.3251,8990.9426,1000,8.0814,8.9909,0.0500,10000
271,1994257.3251,2004930.4191,10673.0940,1000,8.4855,10.6731,-0.0500,10000
272,2004930.4191,2014701.7206,9771.3015,1000,8.0612,9.7713,0.0234,10000
273,2014701.7206,2023887.9875,9186.2669,1000,8.2499,9.1863,0.0500,10000
274,2023887.9875,2033687.8993,9799.9117,1000,8.6624,9.7999,0.0204,10000
275,2033687.8993,2043693.8812,10005.9819,1000,8.8393,10.0060,-0.0006,10000
276,2043693.8812,2054260.6487,10566.7676,1000,8.8340,10.5668,-0.0500,10000
277,2054260.6487,2064521.4535,10260.8047,1000,8.3923,10.2608,-0.0254,10000
278,2064521.4535,2075668.3777,11146.9242,1000,8.1790,11.1469,-0.0500,10000
279,2075668.3777,2085027.4832,9359.1055,1000,7.7700,9.3591,0.0500,10000
280,2085027.4832,2093615.3579,8587.8746,1000,8.1585,8.5879,0.0500,10000
281,2093615.3579,2103011.2988,9395.9410,1000,8.5664,9.3959,0.0500,10000
282,2103011.2988,2112256.4918,9245.1930,1000,8.9948,9.2452,0.0500,10000
283,2112256.4918,2122646.5720,10390.0802,1000,9.4445,10.3901,-0.0375,10000
284,2122646.5720,2133345.0685,10698.4966,1000,9.0899,10.6985,-0.0500,10000
285,2133345.0685,2143805.0382,10459.9697,1000,8.6354,10.4600,-0.0440,10000
286,2143805.0382,2153410.1145,9605.0763,1000,8.2557,9.6051,0.0411,10000
287,2153410.1145,2164038.1732,10628.0587,1000,8.5951,10.6281,-0.0500,10000
288,2164038.1732,2173623.2153,9585.0421,1000,8.1654,9.5850,0.0433,10000
289,2173623.2153,2184301.5417,10678.3264,1000,8.5189,10.6783,-0.0500,10000
290,2184301.5417,2194170.7318,9869.1901,1000,8.0929,9.8692,0.0133,10000
291,2194170.7318,2203468.5912,9297.8594,1000,8.2002,9.2979,0.0500,10000
292,2203468.5912,2214526.3220,11057.7309,1000,8.6102,11.0577,-0.0500,10000
293,2214526.3220,2224617.9190,10091.5969,1000,8.1797,10.0916,-0.0091,10000
294,2224617.9190,2235591.8948,10973.9758,1000,8.1055,10.9740,-0.0500,10000
295,2235591.8948,2244065.1864,8473.2917,1000,7.7002,8.4733,0.0500,10000
296,2244065.1864,2252764.6577,8699.4713,1000,8.0852,8.6995,0.0500,10000
297,2252764.6577,2262708.7478,9944.0901,1000,8.4894,9.9441,0.0056,10000
298,2262708.7478,2273184.3747,10475.6269,1000,8.5372,10.4756,-0.0454,10000
299,2273184.3747,2282819.8313,9635.4566,1000,8.1496,9.6355,0.0378,10000
300,2282819.8313,2292383.4837,9563.6524,1000,8.4579,9.5637,0.0456,10000
301,2292383.4837,2302111.4481,9727.9644,1000,8.8438,9.7280,0.0280,10000
302,2302111.4481,2313614.5065,11503.0585,1000,9.0911,11.5031,-0.0500,10000
303,2313614.5065,2323806.3995,10191.8929,1000,8.6365,10.1919,-0.0188,10000
304,2323806.3995,2334579.0728,10772.6734,1000,8.4739,10.7727,-0.0500,10000
305,2334579.0728,2344458.8436,9879.7707,1000,8.0502,9.8798,0.0122,10000
306,2344458.8436,2354462.5077,10003.6642,1000,8.1482,10.0037,-0.0004,10000
307,2354462.5077,2363929.0652,9466.5574,1000,8.1452,9.4666,0.0500,10000
308,2363929.0652,2373552.7931,9623.7279,1000,8.5525,9.6237,0.0391,10000
309,2373552.7931,2384352.9682,10800.1751,1000,8.8869,10.8002,-0.0500,10000
310,2384352.9682,2394616.8062,10263.8380,1000,8.4425,10.2638,-0.0257,10000
311,2394616.8062,2404485.8559,9869.0497,1000,8.2255,9.8690,0.0133,10000
312,2404485.8559,2415091.0107,10605.1548,1000,8.3346,10.6052,-0.0500,10000
313,2415091.0107,2424438.6536,9347.6429,1000,7.9179,9.3476,0.0500,10000
314,2424438.6536,2434701.7717,10263.1181,1000,8.3138,10.2631,-0.0256,10000
315,2434701.7717,2444559.2876,9857.5159,1000,8.1007,9.8575,0.0145,10000
316,2444559.2876,2454874.9237,10315.6361,1000,8.2178,10.3156,-0.0306,10000
317,2454874.9237,2464446.9251,9572.0014,1000,7.9663,9.5720,0.0447,10000
318,2464446.9251,2474357.6025,9910.6774,1000,8.3225,9.9107,0.0090,10000
319,2474357.6025,2484884.0536,10526.4511,1000,8.3975,10.5265,-0.0500,10000
320,2484884.0536,2493810.5050,8926.4514,1000,7.9776,8.9265,0.0500,10000
321,2493810.5050,2503882.9144,10072.4093,1000,8.3765,10.0724,-0.0072,10000
322,2503882.9144,2515501.5199,11618.6055,1000,8.3163,11.6186,-0.0500,10000
323,2515501.5199,2524882.2608,9380.7409,1000,7.9005,9.3807,0.0500,10000
